MONETARY ASSETS/LIABILITIES,NET FOREIGN ASSETS,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on nonresidents,Liabilities to nonresidents,NET DOMESTIC ASSETS,DOMESTIC CLAIMS,NET CLAIMS ON GOVERNMENT,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on central government,Liabilities to central government,CLAIMS ON OTHER SECTORS,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on other financial corporations/1,Central Bank, Of which: AMCON Bond ,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on state and local government,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on public nonfinancial corporations,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Claims on private sector,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,BROAD MONEY LIABILITIES,Currency outside depository corporations,   Currency  in  Circulation,   Vault  cash: Commercial & Merchant Banks,   Vault cash:  Non-Interest Banks,   Vault cash:  Primary Mortgage Banks,   Vault cash:  Micro-Finance Banks,Transferable deposits,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,Other deposits,Central Bank,Of Which: Foreign Currency Deposit ,Commercial & Merchant Banks,Of Which: Foreign Currency Deposit ,Non-Interest Banks,Of Which: Foreign Currency Deposit ,Primary Mortgage Banks,Of Which: Foreign Currency Deposit ,Micro-Finance Banks,Of Which: Foreign Currency Deposit ,Securities other than shares,Central Bank,Commercial & Merchant Banks,Non-Interest Banks,Primary Mortgage Banks,Micro-Finance Banks,DEPOSITS EXCLUDED FROM BROAD MONEY,SECURITIES OTHER THAN SHARES EXCLUDED FROM BROAD MONEY,LOANS,FINANCIAL DERIVATIVES,INSURANCE TECHNICAL RESERVES,SHARES AND OTHER EQUITY,OTHER ITEMS (NET)
Dec-07,7339740.25,,,,,,7603619.65,-263879.41,-650374.38,3749307.77,-1801303.35,,,,,,2611779.11,-4413082.45,5550611.12,,,,,,621540.61,,,,,,,87753.60,,,,,,57071.08,,,,,,4784245.83,,,,,,6689365.87,732947.28,,,,,,2455975.41,,,,,,2686840.93,,,,,,,,,,,813602.25,,,,,,820506.21,126019.74,0.00,0.00,0.00,2274724.69,1178431.51
Jan-08,7619839.07,,,,,,7788049.53,-168210.46,-246316.44,3948208.25,-2191057.75,,,,,,1717404.86,-3908462.60,6139265.99,,,,,,845358.69,,,,,,,104540.38,,,,,,36065.35,,,,,,5153301.57,,,,,,7373522.64,669462.65,,,,,,2824849.15,,,,,,3038556.53,,,,,,,,,,,840654.31,,,,,,835550.39,127439.55,0.00,0.00,0.00,2075673.29,1155861.45
Feb-08,7894500.70,,,,,,8057393.21,-162892.51,-89761.45,3973641.11,-2835707.32,,,,,,1406683.22,-4242390.54,6809348.43,,,,,,1136009.72,,,,,,,94935.78,,,,,,138589.99,,,,,,5439812.93,,,,,,7804739.25,689021.58,,,,,,3180894.75,,,,,,3230002.37,,,,,,,,,,,704820.54,,,,,,740581.76,137176.39,0.00,0.00,0.00,2161848.69,1023795.71
Mar-08,8097330.68,,,,,,8302678.43,-205347.75,687746.44,3997441.56,-2919709.35,,,,,,1346983.34,-4266692.70,6917150.91,,,,,,1013415.65,,,,,,,101999.68,,,,,,27234.54,,,,,,5774501.05,,,,,,8785077.12,664269.34,,,,,,4038466.81,,,,,,3423178.36,,,,,,,,,,,659162.61,,,,,,668007.88,119265.84,0.00,0.00,0.00,2429521.04,92900.37
Apr-08,8219611.76,,,,,,8463076.63,-243464.87,304465.27,4277601.53,-3330218.83,,,,,,1301188.32,-4631407.14,7607820.36,,,,,,1205527.90,,,,,,,82508.69,,,,,,30403.03,,,,,,6289380.74,,,,,,8524077.03,673955.11,,,,,,3591853.23,,,,,,3680221.95,,,,,,,,,,,578046.74,,,,,,712498.13,133123.41,0.00,0.00,0.00,2460427.40,667087.33
May-08,8216580.13,,,,,,8473076.50,-256496.36,104958.12,4402703.97,-3288622.96,,,,,,1312299.07,-4600922.03,7691326.93,,,,,,982959.17,,,,,,,109331.70,,,,,,32606.96,,,,,,6566429.09,,,,,,8321538.25,660155.25,,,,,,3499270.68,,,,,,3534666.52,,,,,,,,,,,627445.80,,,,,,676705.59,133008.94,0.00,0.00,0.00,2730033.54,757997.79
Jun-08,8325742.98,,,,,,8760275.14,-434532.16,544350.31,5040660.98,-2723829.30,,,,,,1428562.05,-4152391.34,7764490.27,,,,,,1114679.24,,,,,,,99399.91,,,,,,38503.29,,,,,,6511907.83,,,,,,8870093.29,673055.41,,,,,,3853327.49,,,,,,3605803.70,,,,,,,,,,,737906.68,,,,,,888133.42,173922.19,0.00,0.00,0.00,3091742.55,342512.51
Jul-08,8111101.85,,,,,,8371787.03,-260685.19,757819.59,5648259.35,-2788964.52,,,,,,1350002.94,-4138967.45,8437223.87,,,,,,1056308.08,,,,,,,127555.15,,,,,,44180.64,,,,,,7209180.00,,,,,,8868921.44,705084.41,,,,,,3606678.73,,,,,,3889613.82,,,,,,,,,,,667544.48,,,,,,958977.26,136927.38,0.00,0.00,0.00,3107140.34,687394.78
Aug-08,8490939.71,,,,,,8820644.07,-329704.36,503700.15,5062191.00,-3357419.02,,,,,,1401856.87,-4759275.89,8419610.02,,,,,,1136997.58,,,,,,,99602.50,,,,,,32123.38,,,,,,7150886.56,,,,,,8994639.86,727003.65,,,,,,3645213.51,,,,,,4015670.62,,,,,,,,,,,606752.09,,,,,,938315.24,128774.82,0.00,0.00,0.00,3199754.54,291646.26
Sep-08,8628352.21,,,,,,8951358.85,-323006.64,840313.39,5097620.03,-3429809.56,,,,,,1435346.93,-4865156.48,8527429.59,,,,,,1288300.07,,,,,,,96140.29,,,,,,31781.90,,,,,,7111207.32,,,,,,9468665.59,757221.45,,,,,,3885452.50,,,,,,4328401.97,,,,,,,,,,,497589.68,,,,,,938184.15,128614.07,0.00,0.00,0.00,3243297.49,-52789.07
Oct-08,8172870.43,,,,,,8727226.18,-554355.75,494602.57,5021276.94,-3554755.54,,,,,,1473604.09,-5028359.63,8576032.47,,,,,,1167573.12,,,,,,,115024.79,,,,,,31881.91,,,,,,7261552.65,,,,,,8667473.00,743153.13,,,,,,3599540.36,,,,,,4012328.78,,,,,,,,,,,312450.73,,,,,,990764.84,164263.67,0.00,0.00,0.00,3096020.02,275625.84
Nov-08,7728398.19,,,,,,8163820.83,-435422.64,800156.40,5157409.00,-3673164.16,,,,,,1499895.48,-5173059.64,8830573.17,,,,,,1195424.75,,,,,,,149033.16,,,,,,31976.72,,,,,,7454138.54,,,,,,8528554.59,744343.59,,,,,,3616723.38,,,,,,4016697.69,,,,,,,,,,,150789.93,,,,,,944014.06,132079.91,0.00,0.00,0.00,3097700.56,183458.09
Dec-08,8629131.99,,,,,,8862624.09,-233492.11,884713.57,6067763.07,-3001597.23,,,,,,2015043.44,-5016640.67,9069360.30,,,,,,1420466.23,,,,,,,149765.14,,,,,,54454.76,,,,,,7444674.17,,,,,,9513845.56,892907.83,,,,,,4174375.51,,,,,,4247826.00,,,,,,,,,,,198736.21,,,,,,946859.92,143726.56,0.00,0.00,0.00,3659213.86,433249.17
Jan-09,8745551.68,,,,,,8965382.27,-219830.59,995016.92,6218289.27,-3253308.83,,,,,,2102738.61,-5356047.44,9471598.10,,,,,,1423874.11,,,,,,,257962.67,,,,,,55412.03,,,,,,7734349.28,,,,,,9740568.59,840037.00,,,,,,4056529.38,,,,,,4536947.89,,,,,,,,,,,307054.33,,,,,,712526.18,131247.81,0.00,0.00,0.00,3923867.94,455630.42
Feb-09,8497703.24,,,,,,9003681.41,-505978.18,832904.24,5905002.82,-3644615.55,,,,,,1642779.89,-5287395.44,9549618.37,,,,,,1574366.71,,,,,,,260251.60,,,,,,47959.90,,,,,,7667040.16,,,,,,9330607.47,814931.30,,,,,,3970623.43,,,,,,4373379.87,,,,,,,,,,,171672.87,,,,,,746722.21,121250.12,0.00,0.00,0.00,4215506.04,-11379.78
Mar-09,8169069.44,,,,,,8422863.24,-253793.80,1135876.08,6730772.51,-2505733.50,,,,,,1991496.27,-4497229.77,9236506.02,,,,,,1429508.53,,,,,,,210869.76,,,,,,53898.54,,,,,,7542229.18,,,,,,9304945.52,804073.26,,,,,,4003637.03,,,,,,4298046.22,,,,,,,,,,,199189.00,,,,,,1376663.29,144473.55,0.00,0.00,0.00,4269574.82,-195815.23
Apr-09,8147034.00,,,,,,8486557.47,-339523.46,1035219.32,7061026.46,-2358110.34,,,,,,2108332.06,-4466442.40,9419136.81,,,,,,1469662.60,,,,,,,213669.96,,,,,,65995.95,,,,,,7669808.31,,,,,,9182253.32,823540.30,,,,,,3834186.66,,,,,,4417087.44,,,,,,,,,,,107438.91,,,,,,1429146.87,155147.53,0.00,0.00,0.00,4234818.27,206694.49
May-09,7744215.50,,,,,,8097856.37,-353640.87,1212885.38,6944225.32,-2243442.29,,,,,,2134127.14,-4377569.43,9187667.61,,,,,,1140369.96,,,,,,,250069.40,,,,,,67238.95,,,,,,7729989.29,,,,,,8957100.88,764389.65,,,,,,3664995.15,,,,,,4358361.17,,,,,,,,,,,169354.90,,,,,,1259060.59,162336.84,0.00,0.00,0.00,4269606.94,40335.57
Jun-09,7652475.66,,,,,,7935418.45,-282942.79,1701410.80,7282110.39,-2012455.48,,,,,,2370859.13,-4383314.61,9294565.87,,,,,,1303513.28,,,,,,,251661.16,,,,,,70115.99,,,,,,7669275.44,,,,,,9353886.46,746463.82,,,,,,3827012.57,,,,,,4566858.97,,,,,,,,,,,213551.10,,,,,,1299152.53,161602.15,0.00,0.00,0.00,4231948.76,-112003.84
Jul-09,7623902.26,,,,,,7808899.06,-184996.80,1615699.14,7446758.05,-2324739.73,,,,,,2325075.35,-4649815.08,9771497.78,,,,,,1313323.42,,,,,,,274338.82,,,,,,67973.35,,,,,,8115862.20,,,,,,9239601.40,766879.97,,,,,,3772717.76,,,,,,4545260.84,,,,,,,,,,,154742.83,,,,,,1123613.75,254635.18,0.00,0.00,0.00,4252722.38,200087.59
Aug-09,7542848.12,,,,,,7723964.59,-181116.47,2161217.34,8179738.86,-2263300.65,,,,,,1896917.32,-4160217.97,10443039.51,,,,,,1583392.60,,,,,,,280416.20,,,,,,67097.60,,,,,,8512133.11,,,,,,9704065.46,759861.64,,,,,,3995692.30,,,,,,4891916.72,,,,,,,,,,,56594.79,,,,,,1103642.66,468117.20,0.00,0.00,0.00,4189891.09,256870.57
Sep-09,6915581.48,,,,,,7130684.55,-215103.08,2742231.98,7987351.98,-2461629.63,,,,,,1860874.24,-4322503.86,10448981.60,,,,,,1468219.99,,,,,,,285450.16,,,,,,68720.40,,,,,,8626591.06,,,,,,9657813.46,778724.56,,,,,,3788435.46,,,,,,5073105.55,,,,,,,,,,,17547.88,,,,,,637063.41,460661.37,0.00,0.00,0.00,3309157.71,838237.51
Oct-09,6936375.03,,,,,,7455464.27,-519089.25,3281638.76,8401842.01,-2136851.04,,,,,,1991008.87,-4127859.91,10538693.05,,,,,,1442226.65,,,,,,,282892.82,,,,,,77325.71,,,,,,8736247.87,,,,,,10218013.78,781323.92,,,,,,3804752.87,,,,,,5497056.31,,,,,,,,,,,134880.69,,,,,,816997.50,464653.18,0.00,0.00,0.00,2684566.74,1153985.84
Nov-09,7136074.22,,,,,,7338312.05,-202237.83,3497131.64,8778688.51,-1872555.22,,,,,,2155350.98,-4027906.20,10651243.73,,,,,,1602327.74,,,,,,,302620.26,,,,,,68471.82,,,,,,8677823.91,,,,,,10633205.86,851394.43,,,,,,4102151.91,,,,,,5470690.39,,,,,,,,,,,208969.14,,,,,,913198.50,445560.23,0.00,0.00,0.00,2402025.32,1520772.81
Dec-09,7324759.63,,,,,,7524579.66,-199820.03,3603257.50,8828701.60,-1833752.23,,,,,,2275754.54,-4109506.77,10662453.83,,,,,,1791488.42,,,,,,,310324.27,,,,,,31068.39,,,,,,8529572.74,,,,,,10928017.14,927236.44,,,,,,4283440.88,,,,,,5707988.50,,,,,,,,,,,9351.31,,,,,,1004684.51,482306.16,0.00,0.00,0.00,1326279.14,2412174.28
Jan-10,7233600.95,,,,,,7436978.44,-203377.49,3323272.87,8676646.36,-1902491.77,,,,,,2220991.46,-4123483.22,10579138.13,,,,,,1649632.72,,,,,,,310251.11,,,,,,32953.65,,,,,,8586300.65,,,,,,10556873.82,820528.05,,,,,,3933003.97,,,,,,5757097.09,,,,,,,,,,,46244.70,,,,,,934373.41,474002.50,0.00,0.00,0.00,1263249.84,2681747.74
Feb-10,7013858.30,,,,,,7227041.42,-213183.12,3875951.06,8988929.13,-1576369.15,,,,,,2319877.76,-3896246.91,10565298.29,,,,,,1655084.52,,,,,,,304693.27,,,,,,33360.47,,,,,,8572160.04,,,,,,10889809.36,812132.66,,,,,,4123006.11,,,,,,5954670.60,,,,,,,,,,,0.00,,,,,,887278.58,489138.10,0.00,0.00,0.00,1534539.04,2202022.35
Mar-10,7040591.51,,,,,,7281197.94,-240606.43,4100739.26,9261362.67,-1311957.95,,,,,,2421623.64,-3733581.59,10573320.62,,,,,,1661335.87,,,,,,,321814.42,,,,,,32338.51,,,,,,8557831.82,,,,,,11141330.77,833557.39,,,,,,4311781.78,,,,,,5995991.60,,,,,,,,,,,0.00,,,,,,894966.60,466876.25,0.00,0.00,0.00,1393976.11,2404804.46
Apr-10,6793396.41,,,,,,6974781.29,-181384.88,4163895.94,9026765.12,-1566190.84,,,,,,2217626.85,-3783817.69,10592955.96,,,,,,1583524.66,,,,,,,331350.29,,,,,,31677.27,,,,,,8646403.73,,,,,,10957292.35,831289.93,,,,,,4249888.67,,,,,,5876113.75,,,,,,,,,,,0.00,,,,,,855427.42,466095.70,0.00,0.00,0.00,1344433.34,2196912.72
May-10,6536744.08,,,,,,6721312.66,-184568.58,4250977.80,9322815.48,-1180462.47,,,,,,2272376.67,-3452839.15,10503277.95,,,,,,1479698.03,,,,,,,315763.90,,,,,,42018.77,,,,,,8665797.25,,,,,,10787721.88,817431.62,,,,,,4246128.22,,,,,,5724162.04,,,,,,,,,,,0.00,,,,,,694499.67,459983.21,0.00,0.00,0.00,1211428.89,2705925.90
Jun-10,6472113.05,,,,,,6761939.03,-289825.97,4489483.13,9601551.87,-1074701.33,,,,,,2643877.93,-3718579.26,10676253.19,,,,,,1647995.22,,,,,,,319167.11,,,,,,40280.48,,,,,,8668810.38,,,,,,10961596.18,795412.07,,,,,,4197369.58,,,,,,5914517.52,,,,,,,,,,,54297.00,,,,,,726558.50,457565.34,0.00,0.00,0.00,1064417.45,2863527.45
Jul-10,6467345.59,,,,,,6644793.32,-177447.73,4498476.62,9307605.64,-982956.35,,,,,,2623029.85,-3605986.21,10290561.99,,,,,,1390075.26,,,,,,,286697.28,,,,,,35015.39,,,,,,8578774.07,,,,,,10965822.21,805680.20,,,,,,4187792.23,,,,,,5972349.78,,,,,,,,,,,0.00,,,,,,735440.64,460996.45,0.00,0.00,0.00,1018479.79,2594212.14
Aug-10,6236617.71,,,,,,6415896.57,-179278.86,5347707.27,10185881.20,-311320.55,,,,,,2979968.14,-3291288.69,10497201.75,,,,,,1446066.31,,,,,,,294724.91,,,,,,38901.30,,,,,,8717509.23,,,,,,11584324.98,822229.61,,,,,,4692873.60,,,,,,6069221.77,,,,,,,,,,,0.00,,,,,,760527.36,459486.48,0.00,0.00,0.00,1103290.49,2514869.60
Sep-10,6356916.56,,,,,,6532986.51,-176069.95,4874242.59,9933350.35,-739036.62,,,,,,2812290.71,-3551327.33,10672386.97,,,,,,1452386.22,,,,,,,341241.20,,,,,,41560.87,,,,,,8837198.68,,,,,,11231159.15,880951.83,,,,,,4415298.12,,,,,,5934909.20,,,,,,,,,,,0.00,,,,,,646292.60,458410.15,0.00,0.00,0.00,1240783.49,2713621.51
Oct-10,6216750.27,,,,,,6394103.53,-177353.27,5039593.25,10383504.95,-522266.60,,,,,,3024692.73,-3546959.33,10905771.55,,,,,,1520048.50,,,,,,,384831.23,,,,,,29228.28,,,,,,8971663.54,,,,,,11256343.52,875221.64,,,,,,4514278.27,,,,,,5866843.61,,,,,,,,,,,0.00,,,,,,711437.47,481919.41,0.00,0.00,0.00,1222638.67,2927916.16
Nov-10,6209586.53,,,,,,6376105.12,-166518.59,5012807.21,10511343.53,-571164.35,,,,,,3142578.72,-3713743.07,11082507.88,,,,,,1543463.63,,,,,,,365652.01,,,,,,41048.79,,,,,,9132343.45,,,,,,11222393.73,892417.77,,,,,,4470721.04,,,,,,5859254.92,,,,,,,,,,,0.00,,,,,,1003614.28,481747.51,0.00,0.00,0.00,1185595.45,2827579.09
Dec-10,6195146.02,,,,,,6361493.98,-166347.95,5467765.77,9603538.73,324136.19,,,,,,3928245.66,-3604109.47,9279402.54,,,,,,1470025.45,,,,,,,369809.82,,,,,,71967.15,,,,,,7367600.12,,,,,,11662911.79,1082382.73,,,,,,4639160.66,,,,,,5941368.40,,,,,,,,,,,0.00,,,,,,723816.98,482389.71,0.00,0.00,0.00,1172213.21,1757353.06
Jan-11,6085299.01,,,,,,6298106.64,-212807.63,5759510.92,9504877.83,746012.36,,,,,,4347474.60,-3601462.24,8758865.47,,,,,,1220213.17,,,,,,,391043.66,,,,,,66577.89,,,,,,7081030.75,,,,,,11844809.93,1033535.60,,,,,,4679119.51,,,,,,5971988.67,,,,,,,,,,,160166.16,,,,,,640946.97,494031.25,0.00,0.00,0.00,1060726.77,1549661.92
Feb-11,6384252.85,,,,,,6658712.43,-274459.58,5444835.64,9367363.76,735704.31,,,,,,4483347.73,-3747643.42,8631659.46,,,,,,1199556.21,,,,,,,355550.54,,,,,,66624.22,,,,,,7009928.49,,,,,,11829088.49,1024738.45,,,,,,4565673.25,,,,,,6185315.10,,,,,,,,,,,53361.70,,,,,,712058.39,496464.52,0.00,0.00,0.00,1040259.93,1673745.28
Mar-11,6765281.98,,,,,,7070898.62,-305616.63,5259588.67,9022794.42,169007.88,,,,,,4385347.36,-4216339.48,8853786.54,,,,,,1192472.72,,,,,,,376771.67,,,,,,73203.90,,,,,,7211338.25,,,,,,12024870.65,1112771.81,,,,,,4632843.32,,,,,,6188136.72,,,,,,,,,,,91118.80,,,,,,609461.40,503716.61,0.00,0.00,0.00,1101857.41,1548170.33
Apr-11,6082348.67,,,,,,6430765.84,-348417.17,6046460.65,9756894.51,915078.43,,,,,,4315635.53,-3400557.10,8841816.09,,,,,,1200632.70,,,,,,,364193.45,,,,,,62570.43,,,,,,7214419.51,,,,,,12128809.32,1149988.12,,,,,,4735206.27,,,,,,6243614.93,,,,,,,,,,,0.00,,,,,,591062.59,503554.06,0.00,0.00,0.00,1116687.89,1499129.33
May-11,6035373.87,,,,,,6455536.14,-420162.27,6126366.15,9613846.68,744990.12,,,,,,4272688.78,-3527698.67,8868856.56,,,,,,1443522.88,,,,,,,379327.50,,,,,,112711.61,,,,,,6933294.57,,,,,,12161740.02,1064136.22,,,,,,4706302.26,,,,,,6391301.54,,,,,,,,,,,0.00,,,,,,573846.24,603457.26,0.00,0.00,0.00,1102352.12,1207824.92
Jun-11,6105081.39,,,,,,6405871.09,-300789.70,6205505.95,9719959.81,795069.63,,,,,,4427189.32,-3632119.69,8924890.19,,,,,,1496365.72,,,,,,,420237.95,,,,,,64844.28,,,,,,6943442.23,,,,,,12310587.34,1016537.58,,,,,,4904392.19,,,,,,6389657.56,,,,,,,,,,,0.00,,,,,,698943.25,613854.70,0.00,0.00,0.00,792442.13,1409213.78
Jul-11,7166257.83,,,,,,7442850.80,-276592.96,5534593.77,8939638.81,-21037.36,,,,,,4461914.58,-4482951.94,8960676.17,,,,,,1481779.75,,,,,,,369903.89,,,,,,68063.94,,,,,,7040928.59,,,,,,12700851.61,1040389.30,,,,,,5178966.54,,,,,,6394183.14,,,,,,,,,,,87312.63,,,,,,594709.58,613260.69,0.00,0.00,0.00,1073628.33,1123446.44
Aug-11,6597949.75,,,,,,7069822.96,-471873.22,6432951.86,10954976.09,1762699.60,,,,,,5552254.36,-3789554.76,9192276.49,,,,,,1546294.09,,,,,,,411873.81,,,,,,109681.03,,,,,,7124427.55,,,,,,13030901.60,1061179.74,,,,,,5077194.99,,,,,,6573338.70,,,,,,,,,,,319188.18,,,,,,818904.99,460532.36,0.00,0.00,0.00,2060948.89,1181638.00
Sep-11,6350327.38,,,,,,6691318.47,-340991.09,6813271.76,11020875.76,1721422.88,,,,,,5827448.83,-4106025.95,9299452.88,,,,,,1556458.83,,,,,,,400160.83,,,,,,28324.21,,,,,,7314509.01,,,,,,13163599.14,1011843.88,,,,,,5148754.59,,,,,,6558817.81,,,,,,,,,,,444182.86,,,,,,826591.16,501862.08,0.00,0.00,0.00,1845262.45,1033888.31
Oct-11,6408199.87,,,,,,6735502.02,-327302.16,6471969.84,10887336.41,70524.53,,,,,,4944071.67,-4873547.15,10816811.89,,,,,,2954655.46,,1314565.21,,,,,432826.20,,,,,,29077.42,,,,,,7400252.81,,,,,,12880169.70,1037603.52,,,,,,4937606.85,,,,,,6357080.01,,,,,,,,,,,547879.33,,,,,,678525.74,298467.20,0.00,0.00,0.00,2924284.16,514089.47
Nov-11,6306051.57,,,,,,6726269.65,-420218.08,6966299.64,11834563.37,525016.99,,,,,,5059413.01,-4534396.02,11309546.37,,,,,,3320900.16,,1837591.76,,,,,405516.97,,,,,,50447.90,,,,,,7532681.34,,,,,,13272351.21,1069397.15,,,,,,4815438.00,,,,,,6424857.63,,,,,,,,,,,962658.44,,,,,,740238.01,302323.67,0.00,0.00,0.00,2888371.76,937330.29
Dec-11,6643750.21,,,,,,7211809.93,-568059.72,7548335.87,13514445.96,772793.99,,,,,,5570018.82,-4797224.83,12741651.96,,,,,,5221020.37,,3476783.98,,,,,513218.66,,,,,,35046.66,,,,,,6972366.28,,,,,,14192086.09,1245135.35,,,,,,5407180.28,,,,,,6526685.29,,,,,,,,,,,1013085.16,,,,,,1529045.96,413743.72,0.00,0.00,0.00,2759836.66,1263483.75
Jan-12,7047074.83,,,,,,7415927.18,-368852.34,7078963.43,12580562.95,13230.96,,,,,,5290383.85,-5277152.89,12567331.99,,,,,,5131736.79,,3476783.98,,,,,486015.85,,,,,,35122.45,,,,,,6914456.91,,,,,,14126038.26,1110914.61,,,,,,5529358.28,,,,,,6544426.24,,,,,,,,,,,941339.12,,,,,,1221821.85,358557.69,0.00,0.00,0.00,2683959.29,1237260.69
Feb-12,6937491.08,,,,,,7269434.03,-331942.95,7424014.84,12862008.49,349827.44,,,,,,5579939.84,-5230112.40,12512181.05,,,,,,5114178.98,,3476783.98,,,,,514060.14,,,,,,34731.82,,,,,,6849210.11,,,,,,14361505.92,1081302.43,,,,,,5312628.62,,,,,,6658715.42,,,,,,,,,,,1308859.45,,,,,,1211724.78,361597.62,0.00,0.00,0.00,2618539.83,1246131.41
Mar-12,6977498.43,,,,,,7445964.04,-468465.61,8225073.36,13402633.90,760916.05,,,,,,5766359.33,-5005443.28,12641717.85,,,,,,5104266.88,,3494642.73,,,,,538114.33,,,,,,37931.58,,,,,,6961405.06,,,,,,15202571.79,1141411.30,,,,,,5462684.19,,,,,,6698896.49,,,,,,,,,,,1899579.81,,,,,,1263041.81,383865.10,0.00,0.00,0.00,2567860.50,962793.14
Apr-12,7365492.37,,,,,,7788200.86,-422708.49,7859627.07,13256700.51,357660.51,,,,,,5449427.84,-5091767.33,12899039.99,,,,,,5214074.19,,3494642.73,,,,,552117.25,,,,,,37448.23,,,,,,7095400.33,,,,,,15225119.43,1111199.61,,,,,,5672554.85,,,,,,6627721.34,,,,,,,,,,,1813643.63,,,,,,1309757.41,347875.33,0.00,0.00,0.00,2581393.00,1158047.71
May-12,7685833.30,,,,,,8044754.28,-358920.98,7620654.96,12810315.49,-372251.93,,,,,,5180346.64,-5552598.58,13182567.42,,,,,,5318454.81,,3494642.73,,,,,572132.30,,,,,,36674.29,,,,,,7255306.03,,,,,,15306488.26,1121669.95,,,,,,5493830.83,,,,,,6998520.88,,,,,,,,,,,1692466.60,,,,,,1154067.26,350972.62,0.00,0.00,0.00,2588910.95,1095709.71
Jun-12,7193697.18,,,,,,7574786.96,-381089.78,7896028.80,13274818.81,-149906.00,,,,,,5254283.70,-5404189.70,13424724.81,,,,,,5217200.19,,3494864.65,,,,,586273.65,,,,,,46652.75,,,,,,7574598.22,,,,,,15089725.97,1088388.22,,,,,,5587027.93,,,,,,6837027.79,,,,,,,,,,,1577282.03,,,,,,1236718.74,372288.48,0.00,0.00,0.00,2865827.71,903955.08
Jul-12,7526043.40,,,,,,7908553.28,-382509.88,7231001.68,13322034.29,-23840.24,,,,,,5220729.98,-5244570.22,13345874.53,,,,,,5073573.97,,3494864.65,,,,,592398.45,,,,,,44941.38,,,,,,7634960.73,,,,,,14757045.08,1077012.76,,,,,,5397914.80,,,,,,6950747.54,,,,,,,,,,,1331369.98,,,,,,1400594.86,371072.76,0.00,0.00,0.00,3144388.80,1174976.19
Aug-12,7781593.92,,,,,,8286721.02,-505127.11,7036965.52,12806353.68,-980441.99,,,,,,4708189.16,-5688631.15,13786795.68,,,,,,5142883.73,,3494864.65,,,,,580624.47,,,,,,335091.56,,,,,,7728195.92,,,,,,14818559.43,1080988.46,,,,,,5334906.69,,,,,,7427523.78,,,,,,,,,,,975140.51,,,,,,867135.51,352814.66,0.00,0.00,0.00,3550038.96,999399.03
Sep-12,9003739.94,,,,,,9549976.45,-546236.51,6317827.37,13173673.11,-719813.03,,,,,,4717795.22,-5437608.24,13893486.14,,,,,,5200483.83,,3494864.65,,,,,599030.74,,,,,,429956.02,,,,,,7664015.54,,,,,,15321567.30,1070509.28,,,,,,5532312.37,,,,,,7625081.76,,,,,,,,,,,1093663.89,,,,,,971868.82,375419.72,0.00,0.00,0.00,3576260.32,1932296.88
Oct-12,9467463.95,,,,,,9822315.57,-354851.62,6971202.97,13528267.98,-151409.26,,,,,,5629708.56,-5781117.83,13679677.24,,,,,,5394933.21,,3582915.09,,,,,615248.11,,,,,,37134.14,,,,,,7632361.78,,,,,,16580691.52,1154157.17,,,,,,5611403.13,,,,,,7769666.48,,,,,,,,,,,2045464.74,,,,,,1119514.90,374538.99,0.00,0.00,0.00,3076545.86,1986465.25
Nov-12,8396098.18,,,,,,8784395.10,-388296.92,8819548.00,14133418.31,275957.88,,,,,,5819634.15,-5543676.27,13857460.43,,,,,,5350737.51,,3582915.09,,,,,644846.79,,,,,,36558.64,,,,,,7825317.49,,,,,,17215646.18,1140847.46,,,,,,5947581.16,,,,,,8134645.00,,,,,,,,,,,1992572.57,,,,,,1155122.68,374143.00,0.00,0.00,0.00,2902123.62,882481.00
Dec-12,8715647.35,,,,,,9084069.90,-368422.55,9320289.75,14517852.76,785027.11,,,,,,6393291.40,-5608264.28,13732825.65,,,,,,5357059.13,,3596356.04,,,,,665879.27,,,,,,37230.06,,,,,,7672657.18,,,,,,18035937.10,1301543.11,,,,,,6068484.16,,,,,,8021189.59,,,,,,,,,,,2644720.24,,,,,,780252.18,387523.74,0.00,0.00,0.00,3106798.89,922988.20
Jan-13,8952666.99,,,,,,9300967.76,-348300.77,7891383.27,13081171.17,-628356.73,,,,,,4513312.03,-5141668.77,13709527.90,,,,,,5441627.37,,3596356.04,,,,,680302.32,,,,,,36976.14,,,,,,7550622.08,,,,,,16844050.26,1156236.31,,,,,,6106612.49,,,,,,8199189.15,,,,,,,,,,,1382012.31,,,,,,796838.97,387907.87,0.00,0.00,0.00,2761884.08,1243156.99
